epoch,accuracy,loss,val_accuracy,val_loss
0,0.0028556594625115395,66.85214233398438,0.0010416667209938169,67.94266510009766
1,0.0,34.11363983154297,0.0,34.13479232788086
2,0.001038421643897891,66.72178649902344,0.0,68.09713745117188
3,0.0,29.637624740600586,0.0,28.440061569213867
4,0.002076843287795782,66.56352233886719,0.0,67.83406829833984
5,0.0,36.43526840209961,0.0,36.77018737792969
6,0.0018172378186136484,66.37895202636719,0.0,67.64806365966797
7,0.0,31.482446670532227,0.0,33.15044403076172
8,0.001038421643897891,66.23206329345703,0.0,67.42830657958984
9,0.0,29.970918655395508,0.0,35.106224060058594
10,0.002336448524147272,66.0054702758789,0.0031250000465661287,67.39824676513672
11,0.0,31.73725128173828,0.0,24.97599983215332
12,0.0031152646988630295,65.8221435546875,0.0031250000465661287,67.0285873413086
13,0.0,30.879314422607422,0.0,31.215137481689453
14,0.003634475637227297,65.56047821044922,0.0052083334885537624,66.67759704589844
15,0.0,40.16720199584961,0.0,38.40675354003906
16,0.005451713223010302,65.42284393310547,0.0072916666977107525,66.41499328613281
17,0.0,29.740869522094727,0.0,34.899658203125
18,0.004153686575591564,65.09893798828125,0.00937500037252903,66.12010192871094
19,0.0,33.27432632446289,0.0,36.07442855834961
20,0.006749740336090326,64.87757110595703,0.0072916666977107525,65.66133117675781
21,0.0,31.842792510986328,0.0,46.90876770019531
22,0.010124610736966133,64.62328338623047,0.0072916666977107525,65.4638900756836
23,0.0,31.612293243408203,0.0,35.876949310302734
24,0.010903426446020603,64.35176086425781,0.010416666977107525,65.23336029052734
25,0.125,26.21379852294922,0.0,28.333271026611328
26,0.010643821209669113,64.013916015625,0.008333333767950535,64.70109558105469
27,0.0,31.646739959716797,0.0,41.540367126464844
28,0.011941848322749138,63.6740837097168,0.008333333767950535,64.37129974365234
29,0.0,36.985965728759766,0.1666666716337204,33.42432403564453
30,0.011422637850046158,63.287410736083984,0.00937500037252903,64.01944732666016
31,0.0,29.928237915039062,0.0,25.527841567993164
32,0.012980270199477673,62.96125793457031,0.0072916666977107525,63.66704177856445
33,0.0,32.298606872558594,0.0,27.20703887939453
34,0.012720664963126183,62.654178619384766,0.0072916666977107525,63.18783187866211
35,0.0,34.74184799194336,0.0,31.50718116760254
36,0.008826583623886108,62.302101135253906,0.0072916666977107525,62.79479217529297
37,0.0,31.814239501953125,0.0,37.38569641113281
38,0.008826583623886108,61.86500930786133,0.008333333767950535,62.55008316040039
39,0.0,24.1661434173584,0.0,20.789920806884766
40,0.008566978387534618,61.63419723510742,0.00937500037252903,62.249576568603516
41,0.0,36.83552169799805,0.0,27.03774070739746
42,0.009086188860237598,61.229774475097656,0.00937500037252903,61.98384475708008
43,0.0,35.1512451171875,0.0,24.384340286254883
44,0.008047766983509064,61.0234375,0.01145833358168602,61.91281509399414
45,0.0,28.97307777404785,0.0,17.186521530151367
46,0.007268951274454594,60.797454833984375,0.0072916666977107525,61.728111267089844
47,0.0,28.570451736450195,0.0,28.239669799804688
48,0.008826583623886108,60.58293151855469,0.0072916666977107525,61.424251556396484
49,0.0,33.3531379699707,0.0,31.100345611572266
